COD_INE,COD_PROV,PROVINCIA,NOMBRE_ACTUAL,POBLACION_MUNI,LONGITUD_ETRS89,LATITUD_ETRS89,ALTITUD,ARCHIVO_TMY
43054000000,43,Tarragona,L'Espluga de Francolí,3717,1.10289096,41.39649294,412.0,43054000000_L'Espluga de Francolí.csv
43055000000,43,Tarragona,Falset,2724,0.82092617,41.1456084,361.0,43055000000_Falset.csv
43056000000,43,Tarragona,La Fatarella,917,0.47339174,41.16245578,487.0,43056000000_La Fatarella.csv
43057000000,43,Tarragona,La Febró,41,1.00460558,41.2777934,760.0,43057000000_La Febró.csv
43058000000,43,Tarragona,La Figuera,117,0.73158797,41.21634383,575.0,43058000000_La Figuera.csv
43059000000,43,Tarragona,Figuerola del Camp,336,1.2652229,41.37180801,495.0,43059000000_Figuerola del Camp.csv
43060000000,43,Tarragona,Flix,3451,0.55033997,41.23110222,43.0,43060000000_Flix.csv
43061000000,43,Tarragona,Forès,48,1.2388451,41.49449724,858.0,43061000000_Forès.csv
43062000000,43,Tarragona,Freginals,391,0.52037477,40.67159733,123.0,43062000000_Freginals.csv
43063000000,43,Tarragona,La Galera,723,0.46296985,40.68080737,112.0,43063000000_La Galera.csv
43064000000,43,Tarragona,Gandesa,3098,0.43767923,41.05266475,369.0,43064000000_Gandesa.csv
43065000000,43,Tarragona,Garcia,535,0.65094039,41.1370325,46.0,43065000000_Garcia.csv
43066000000,43,Tarragona,Els Garidells,198,1.24821947,41.20750102,130.0,43066000000_Els Garidells.csv
43067000000,43,Tarragona,Ginestar,787,0.63272566,41.04176095,26.0,43067000000_Ginestar.csv
43068000000,43,Tarragona,Godall,614,0.46877358,40.65530889,168.0,43068000000_Godall.csv
43069000000,43,Tarragona,Gratallops,237,0.77693706,41.19314399,320.0,43069000000_Gratallops.csv
43070000000,43,Tarragona,Els Guiamets,276,0.75325023,41.1018752,226.0,43070000000_Els Guiamets.csv
43071000000,43,Tarragona,Horta de Sant Joan,1138,0.31710201,40.95398599,539.0,43071000000_Horta de Sant Joan.csv
43072000000,43,Tarragona,El Lloar,111,0.75074444,41.18570881,219.0,43072000000_El Lloar.csv
43073000000,43,Tarragona,Llorac,92,1.30727658,41.55640089,645.0,43073000000_Llorac.csv
43074000000,43,Tarragona,Llorenç del Penedès,2381,1.55192697,41.28435413,161.0,43074000000_Llorenç del Penedès.csv
43075000000,43,Tarragona,Margalef,104,0.75425834,41.28441206,380.0,43075000000_Margalef.csv
43076000000,43,Tarragona,Marçà,612,0.80027681,41.12635497,314.0,43076000000_Marçà.csv
43077000000,43,Tarragona,Mas de Barberans,572,0.37408555,40.73457427,340.0,43077000000_Mas de Barberans.csv
43078000000,43,Tarragona,Masdenverge,1109,0.53118936,40.71546089,51.0,43078000000_Masdenverge.csv
43079000000,43,Tarragona,Masllorenç,508,1.41472876,41.26911915,308.0,43079000000_Masllorenç.csv
43080000000,43,Tarragona,La Masó,283,1.22293676,41.23470331,115.0,43080000000_La Masó.csv
43081000000,43,Tarragona,Maspujols,826,1.0466141,41.18225397,209.0,43081000000_Maspujols.csv
43082000000,43,Tarragona,El Masroig,499,0.73381635,41.12545297,192.0,43082000000_El Masroig.csv
43083000000,43,Tarragona,El Milà,191,1.20645363,41.24796769,165.0,43083000000_El Milà.csv
43084000000,43,Tarragona,Miravet,685,0.59641776,41.03588382,42.0,43084000000_Miravet.csv
43085000000,43,Tarragona,El Molar,298,0.70692063,41.1637498,209.0,43085000000_El Molar.csv
43086000000,43,Tarragona,Montblanc,7433,1.16171565,41.37705549,345.0,43086000000_Montblanc.csv
43088000000,43,Tarragona,Montbrió del Camp,2985,1.00361357,41.12007791,132.0,43088000000_Montbrió del Camp.csv
43089000000,43,Tarragona,Montferri,397,1.3660963,41.26554806,230.0,43089000000_Montferri.csv
43090000000,43,Tarragona,El Montmell,1730,1.45316909,41.31472394,423.0,43090000000_El Montmell.csv
43091000000,43,Tarragona,Mont-ral,169,1.09811364,41.28739255,888.0,43091000000_Mont-ral.csv
43092000000,43,Tarragona,Mont-roig del Camp,12689,0.95911492,41.08777318,110.0,43092000000_Mont-roig del Camp.csv
43093000000,43,Tarragona,Móra d'Ebre,5585,0.64185013,41.09141499,40.0,43093000000_Móra d'Ebre.csv
43094000000,43,Tarragona,Móra la Nova,3120,0.64858077,41.09898344,33.0,43094000000_Móra la Nova.csv
43095000000,43,Tarragona,El Morell,3732,1.20899318,41.19209857,103.0,43095000000_El Morell.csv
43096000000,43,Tarragona,La Morera de Montsant,163,0.8415577,41.26480856,745.0,43096000000_La Morera de Montsant.csv
43097000000,43,Tarragona,La Nou de Gaià,616,1.3740347,41.18367426,98.0,43097000000_La Nou de Gaià.csv
43098000000,43,Tarragona,Nulles,516,1.29508789,41.2495303,232.0,43098000000_Nulles.csv
43099000000,43,Tarragona,La Palma d'Ebre,334,0.66623397,41.28274115,332.0,43099000000_La Palma d'Ebre.csv
43100000000,43,Tarragona,Els Pallaresos,4872,1.26948239,41.17548548,118.0,43100000000_Els Pallaresos.csv
43101000000,43,Tarragona,Passanant i Belltall,167,1.19680068,41.53186338,715.0,43101000000_Passanant i Belltall.csv
43102000000,43,Tarragona,Paüls,563,0.39861088,40.92227727,372.0,43102000000_Paüls.csv
43103000000,43,Tarragona,Perafort,1275,1.25566964,41.19104932,124.0,43103000000_Perafort.csv
43104000000,43,Tarragona,El Perelló,2846,0.71176246,40.87464091,150.0,43104000000_El Perelló.csv
43105000000,43,Tarragona,Les Piles,218,1.34224923,41.50364373,675.0,43105000000_Les Piles.csv
43106000000,43,Tarragona,El Pinell de Brai,998,0.51511172,41.01727888,170.0,43106000000_El Pinell de Brai.csv
43107000000,43,Tarragona,Pira,498,1.2027975,41.4229018,385.0,43107000000_Pira.csv
43108000000,43,Tarragona,El Pla de Santa Maria,2340,1.29009618,41.36396581,382.0,43108000000_El Pla de Santa Maria.csv
43109000000,43,Tarragona,La Pobla de Mafumet,4025,1.21069822,41.18728807,96.0,43109000000_La Pobla de Mafumet.csv
43110000000,43,Tarragona,La Pobla de Massaluca,341,0.35327969,41.1808592,362.0,43110000000_La Pobla de Massaluca.csv
43111000000,43,Tarragona,La Pobla de Montornès,2999,1.41485061,41.1770998,57.0,43111000000_La Pobla de Montornès.csv
43112000000,43,Tarragona,Poboleda,328,0.84510819,41.23342269,342.0,43112000000_Poboleda.csv
43113000000,43,Tarragona,El Pont d'Armentera,493,1.3616647,41.38303063,353.0,43113000000_El Pont d'Armentera.csv
43114000000,43,Tarragona,Porrera,428,0.85618691,41.18901781,317.0,43114000000_Porrera.csv
43115000000,43,Tarragona,Pradell de la Teixeta,164,0.87632189,41.15700154,466.0,43115000000_Pradell de la Teixeta.csv
43116000000,43,Tarragona,Prades,602,0.98829059,41.3098447,951.0,43116000000_Prades.csv
43117000000,43,Tarragona,Prat de Comte,186,0.40555362,40.98363674,360.0,43117000000_Prat de Comte.csv
43118000000,43,Tarragona,Pratdip,680,0.87127076,41.05154275,234.0,43118000000_Pratdip.csv
43119000000,43,Tarragona,Puigpelat,1196,1.29666609,41.27974628,251.0,43119000000_Puigpelat.csv
43120000000,43,Tarragona,Querol,544,1.39698227,41.4228977,543.0,43120000000_Querol.csv
43121000000,43,Tarragona,Rasquera,846,0.59760098,41.00136637,176.0,43121000000_Rasquera.csv
43122000000,43,Tarragona,Renau,155,1.31133078,41.22498126,174.0,43122000000_Renau.csv
43123000000,43,Tarragona,Reus,106084,1.10986118,41.15410725,117.0,43123000000_Reus.csv
43124000000,43,Tarragona,La Riba,575,1.17788139,41.31882022,253.0,43124000000_La Riba.csv
43125000000,43,Tarragona,Riba-roja d'Ebre,1117,0.4854534,41.25153479,76.0,43125000000_Riba-roja d'Ebre.csv
43126000000,43,Tarragona,La Riera de Gaià,1737,1.36183115,41.16478355,29.0,43126000000_La Riera de Gaià.csv
43127000000,43,Tarragona,Riudecanyes,1194,0.96083116,41.13002047,196.0,43127000000_Riudecanyes.csv
43128000000,43,Tarragona,Riudecols,1225,0.97655088,41.16856028,297.0,43128000000_Riudecols.csv
43129000000,43,Tarragona,Riudoms,6617,1.05197022,41.13909151,121.0,43129000000_Riudoms.csv
43130000000,43,Tarragona,Rocafort de Queralt,230,1.28185235,41.47773705,563.0,43130000000_Rocafort de Queralt.csv
43131000000,43,Tarragona,Roda de Berà,7127,1.45418296,41.1861462,56.0,43131000000_Roda de Berà.csv
43132000000,43,Tarragona,Rodonyà,507,1.39750634,41.28063548,316.0,43132000000_Rodonyà.csv
43133000000,43,Tarragona,Roquetes,8159,0.50335187,40.82039061,12.0,43133000000_Roquetes.csv
43134000000,43,Tarragona,El Rourell,402,1.21873616,41.22373056,113.0,43134000000_El Rourell.csv
43135000000,43,Tarragona,Salomó,544,1.37500773,41.22966254,162.0,43135000000_Salomó.csv
43136000000,43,Tarragona,La Ràpita,14931,0.59230274,40.61957159,10.0,43136000000_La Ràpita.csv
43137000000,43,Tarragona,Sant Jaume dels Domenys,2666,1.55895428,41.29980897,212.0,43137000000_Sant Jaume dels Domenys.csv
43138000000,43,Tarragona,Santa Bàrbara,3762,0.49263884,40.71437767,78.0,43138000000_Santa Bàrbara.csv
43139000000,43,Tarragona,Santa Coloma de Queralt,2702,1.38517258,41.53184192,674.0,43139000000_Santa Coloma de Queralt.csv
43140000000,43,Tarragona,Santa Oliva,3450,1.54920521,41.2535865,98.0,43140000000_Santa Oliva.csv
43141000000,43,Tarragona,Pontils,138,1.38768904,41.47733159,575.0,43141000000_Pontils.csv
43142000000,43,Tarragona,Sarral,1549,1.24914122,41.4444317,462.0,43142000000_Sarral.csv
43143000000,43,Tarragona,Savallà del Comtat,53,1.29951628,41.5432267,828.0,43143000000_Savallà del Comtat.csv
43144000000,43,Tarragona,La Secuita,1728,1.28008629,41.20488266,170.0,43144000000_La Secuita.csv
43145000000,43,Tarragona,La Selva del Camp,5694,1.13660414,41.21591006,245.0,43145000000_La Selva del Camp.csv
43146000000,43,Tarragona,Senan,42,1.08739313,41.4697413,647.0,43146000000_Senan.csv
43147000000,43,Tarragona,Solivella,640,1.17761563,41.45598452,490.0,43147000000_Solivella.csv
43148000000,43,Tarragona,Tarragona,135436,1.2584219,41.11910287,69.0,43148000000_Tarragona.csv
43149000000,43,Tarragona,Tivenys,900,0.512382,40.90737863,15.0,43149000000_Tivenys.csv
43150000000,43,Tarragona,Tivissa,1639,0.73207763,41.043382,311.0,43150000000_Tivissa.csv
43151000000,43,Tarragona,La Torre de Fontaubella,128,0.86453515,41.12468238,369.0,43151000000_La Torre de Fontaubella.csv
43152000000,43,Tarragona,La Torre de l'Espanyol,598,0.62545749,41.19183063,161.0,43152000000_La Torre de l'Espanyol.csv
43153000000,43,Tarragona,Torredembarra,17057,1.39557922,41.14508128,17.0,43153000000_Torredembarra.csv
43154000000,43,Tarragona,Torroja del Priorat,141,0.81050224,41.21319736,330.0,43154000000_Torroja del Priorat.csv
43155000000,43,Tarragona,Tortosa,33572,0.52500631,40.81102146,49.0,43155000000_Tortosa.csv
43156000000,43,Tarragona,Ulldecona,6317,0.44722489,40.59695364,132.0,43156000000_Ulldecona.csv
43157000000,43,Tarragona,Ulldemolins,400,0.87601472,41.32276949,645.0,43157000000_Ulldemolins.csv
43158000000,43,Tarragona,Vallclara,91,0.98258499,41.37747659,623.0,43158000000_Vallclara.csv
43159000000,43,Tarragona,Vallfogona de Riucorb,77,1.2364086,41.56303736,575.0,43159000000_Vallfogona de Riucorb.csv
43160000000,43,Tarragona,Vallmoll,1793,1.24819483,41.24373733,180.0,43160000000_Vallmoll.csv
43161000000,43,Tarragona,Valls,24553,1.2473842,41.2838885,214.0,43161000000_Valls.csv
43162000000,43,Tarragona,Vandellòs i l'Hospitalet de l'Infant,6645,0.8315807,41.01991578,280.0,43162000000_Vandellòs i l'Hospitalet de l'Infant.csv
43163000000,43,Tarragona,El Vendrell,38891,1.53501367,41.22043068,51.0,43163000000_El Vendrell.csv
43164000000,43,Tarragona,Vespella de Gaià,458,1.35999717,41.20438185,193.0,43164000000_Vespella de Gaià.csv
43165000000,43,Tarragona,Vilabella,705,1.33102666,41.24803013,254.0,43165000000_Vilabella.csv
43166000000,43,Tarragona,Vilallonga del Camp,2385,1.20600968,41.21183244,122.0,43166000000_Vilallonga del Camp.csv
43167000000,43,Tarragona,Vilanova d'Escornalbou,582,0.93769154,41.11306254,229.0,43167000000_Vilanova d'Escornalbou.csv
43168000000,43,Tarragona,Vilanova de Prades,108,0.95549413,41.34788821,892.0,43168000000_Vilanova de Prades.csv
43169000000,43,Tarragona,Vilaplana,536,1.03347087,41.22861582,370.0,43169000000_Vilaplana.csv
43170000000,43,Tarragona,Vila-rodona,1299,1.35838293,41.31087164,259.0,43170000000_Vila-rodona.csv
43171000000,43,Tarragona,Vila-seca,22522,1.14519766,41.11092332,43.0,43171000000_Vila-seca.csv
43172000000,43,Tarragona,Vilaverd,445,1.17747727,41.33461237,258.0,43172000000_Vilaverd.csv
43173000000,43,Tarragona,La Vilella Alta,131,0.78055782,41.2253687,327.0,43173000000_La Vilella Alta.csv
43174000000,43,Tarragona,La Vilella Baixa,208,0.761731,41.22051866,213.0,43174000000_La Vilella Baixa.csv
43175000000,43,Tarragona,Vilalba dels Arcs,630,0.40907693,41.11988327,453.0,43175000000_Vilalba dels Arcs.csv
43176000000,43,Tarragona,Vimbodí i Poblet,880,1.05182973,41.40082777,491.0,43176000000_Vimbodí i Poblet.csv
43177000000,43,Tarragona,Vinebre,427,0.5885715,41.18322787,33.0,43177000000_Vinebre.csv
43178000000,43,Tarragona,Vinyols i els Arcs,2193,1.03904984,41.11445339,99.0,43178000000_Vinyols i els Arcs.csv
43901000000,43,Tarragona,Deltebre,11539,0.73844369,40.71730276,2.0,43901000000_Deltebre.csv
43902000000,43,Tarragona,Sant Jaume d'Enveja,3552,0.71821372,40.70650104,3.0,43902000000_Sant Jaume d'Enveja.csv
43903000000,43,Tarragona,Camarles,3220,0.67233581,40.77344739,9.0,43903000000_Camarles.csv
43904000000,43,Tarragona,L'Aldea,4160,0.6084918,40.74056185,11.0,43904000000_L'Aldea.csv
43905000000,43,Tarragona,Salou,28512,1.13197961,41.07685068,3.0,43905000000_Salou.csv
43906000000,43,Tarragona,L'Ampolla,3444,0.70877628,40.81252965,10.0,43906000000_L'Ampolla.csv
43907000000,43,Tarragona,La Canonja,5933,1.18007857,41.12136946,38.0,43907000000_La Canonja.csv
44001000000,44,Teruel,Ababuj,76,-0.80780117,40.54845854,1372.0,44001000000_Ababuj.csv
44002000000,44,Teruel,Abejuela,57,-0.89343176,39.90992613,1168.0,44002000000_Abejuela.csv
44003000000,44,Teruel,Aguatón,17,-1.23376877,40.67128085,1224.0,44003000000_Aguatón.csv
44004000000,44,Teruel,Aguaviva,547,-0.19721142,40.82246644,549.0,44004000000_Aguaviva.csv
44005000000,44,Teruel,Aguilar del Alfambra,76,-0.79655771,40.59024818,1304.0,44005000000_Aguilar del Alfambra.csv
44006000000,44,Teruel,Alacón,235,-0.6964716,41.02331848,698.0,44006000000_Alacón.csv
44007000000,44,Teruel,Alba,184,-1.34533155,40.61782196,975.0,44007000000_Alba.csv
44008000000,44,Teruel,Albalate del Arzobispo,1977,-0.51092341,41.12084779,343.0,44008000000_Albalate del Arzobispo.csv
44009000000,44,Teruel,Albarracín,990,-1.44449794,40.40668217,1170.0,44009000000_Albarracín.csv
44010000000,44,Teruel,Albentosa,294,-0.76981698,40.10275557,960.0,44010000000_Albentosa.csv
44011000000,44,Teruel,Alcaine,46,-0.70560643,40.95374009,658.0,44011000000_Alcaine.csv
44012000000,44,Teruel,Alcalá de la Selva,352,-0.7203944,40.37166968,1403.0,44012000000_Alcalá de la Selva.csv
44013000000,44,Teruel,Alcañiz,16029,-0.13284433,41.05125534,335.0,44013000000_Alcañiz.csv
44014000000,44,Teruel,Alcorisa,3293,-0.38074056,40.89137363,632.0,44014000000_Alcorisa.csv
44016000000,44,Teruel,Alfambra,483,-1.03356435,40.54604768,1049.0,44016000000_Alfambra.csv
44017000000,44,Teruel,Aliaga,333,-0.70190468,40.67415567,1105.0,44017000000_Aliaga.csv
44018000000,44,Teruel,Almohaja,14,-1.43769514,40.60510103,1201.0,44018000000_Almohaja.csv
44019000000,44,Teruel,Alobras,65,-1.38793341,40.17841,1109.0,44019000000_Alobras.csv
44020000000,44,Teruel,Alpeñés,20,-1.06560633,40.79870353,1225.0,44020000000_Alpeñés.csv
44021000000,44,Teruel,Allepuz,128,-0.72807625,40.49232935,1425.0,44021000000_Allepuz.csv
44022000000,44,Teruel,Alloza,577,-0.53008193,40.96934976,670.0,44022000000_Alloza.csv
44023000000,44,Teruel,Allueva,22,-1.04251034,40.98563654,1200.0,44023000000_Allueva.csv
44024000000,44,Teruel,Anadón,32,-0.98347787,40.98181711,1113.0,44024000000_Anadón.csv
44025000000,44,Teruel,Andorra,7327,-0.44371856,40.97509431,716.0,44025000000_Andorra.csv
44026000000,44,Teruel,Arcos de las Salinas,112,-1.04367383,39.9912069,1075.0,44026000000_Arcos de las Salinas.csv
44027000000,44,Teruel,Arens de Lledó,221,0.27120727,40.99320586,384.0,44027000000_Arens de Lledó.csv
44028000000,44,Teruel,Argente,199,-1.16304427,40.68891357,1252.0,44028000000_Argente.csv
44029000000,44,Teruel,Ariño,685,-0.59215017,41.03002049,522.0,44029000000_Ariño.csv
44031000000,44,Teruel,Azaila,100,-0.49335843,41.29189056,281.0,44031000000_Azaila.csv
44032000000,44,Teruel,Bádenas,18,-1.12185338,41.09193064,999.0,44032000000_Bádenas.csv
44033000000,44,Teruel,Báguena,278,-1.35659444,41.03988916,798.0,44033000000_Báguena.csv
44034000000,44,Teruel,Bañón,149,-1.19118505,40.83959266,1135.0,44034000000_Bañón.csv
44035000000,44,Teruel,Barrachina,113,-1.14042408,40.89755159,1047.0,44035000000_Barrachina.csv
44036000000,44,Teruel,Bea,31,-1.14640421,41.03642813,1136.0,44036000000_Bea.csv
44037000000,44,Teruel,Beceite,544,0.18281473,40.83192948,580.0,44037000000_Beceite.csv
44038000000,44,Teruel,Belmonte de San José,123,-0.06337688,40.8745073,656.0,44038000000_Belmonte de San José.csv
44039000000,44,Teruel,Bello,224,-1.49875369,40.9234759,1004.0,44039000000_Bello.csv
44040000000,44,Teruel,Berge,237,-0.42699963,40.85663981,718.0,44040000000_Berge.csv
44041000000,44,Teruel,Bezas,63,-1.32450297,40.33077407,1165.0,44041000000_Bezas.csv
44042000000,44,Teruel,Blancas,132,-1.48180791,40.81387,1048.0,44042000000_Blancas.csv
44043000000,44,Teruel,Blesa,85,-0.88472909,41.05162774,775.0,44043000000_Blesa.csv
44044000000,44,Teruel,Bordón,116,-0.32178558,40.68718705,826.0,44044000000_Bordón.csv
44045000000,44,Teruel,Bronchales,424,-1.58933562,40.50913122,1575.0,44045000000_Bronchales.csv
44046000000,44,Teruel,Bueña,52,-1.26723281,40.70848715,1212.0,44046000000_Bueña.csv
44047000000,44,Teruel,Burbáguena,207,-1.33758733,41.01656595,816.0,44047000000_Burbáguena.csv
44048000000,44,Teruel,Cabra de Mora,68,-0.80712717,40.31678582,1081.0,44048000000_Cabra de Mora.csv
44049000000,44,Teruel,Calaceite,982,0.18819744,41.01700574,520.0,44049000000_Calaceite.csv
44050000000,44,Teruel,Calamocha,4473,-1.30091517,40.91961258,884.0,44050000000_Calamocha.csv
44051000000,44,Teruel,Calanda,3753,-0.23142924,40.93854542,452.0,44051000000_Calanda.csv
44052000000,44,Teruel,Calomarde,78,-1.57623275,40.37233638,1314.0,44052000000_Calomarde.csv
44053000000,44,Teruel,Camañas,140,-1.13886696,40.64299958,1243.0,44053000000_Camañas.csv
44054000000,44,Teruel,Camarena de la Sierra,116,-1.04099796,40.14767898,1290.0,44054000000_Camarena de la Sierra.csv
44055000000,44,Teruel,Camarillas,82,-0.75400265,40.61121769,1313.0,44055000000_Camarillas.csv
44056000000,44,Teruel,Caminreal,634,-1.3256961,40.83782336,922.0,44056000000_Caminreal.csv
44059000000,44,Teruel,Cantavieja,734,-0.4056737,40.52795321,1300.0,44059000000_Cantavieja.csv
44060000000,44,Teruel,Cañada de Benatanduz,34,-0.53463584,40.58050974,1427.0,44060000000_Cañada de Benatanduz.csv
44061000000,44,Teruel,La Cañada de Verich,101,-0.0989645,40.8657627,735.0,44061000000_La Cañada de Verich.csv
44062000000,44,Teruel,Cañada Vellida,37,-0.91440101,40.70906259,1322.0,44062000000_Cañada Vellida.csv
44063000000,44,Teruel,Cañizar del Olivar,105,-0.64487177,40.81661246,958.0,44063000000_Cañizar del Olivar.csv
44064000000,44,Teruel,Cascante del Río,69,-1.11435603,40.19604907,989.0,44064000000_Cascante del Río.csv
44065000000,44,Teruel,Castejón de Tornos,52,-1.42781988,40.99745712,1082.0,44065000000_Castejón de Tornos.csv
44066000000,44,Teruel,Castel de Cabra,95,-0.69660308,40.80248904,1089.0,44066000000_Castel de Cabra.csv
44067000000,44,Teruel,Castelnou,120,-0.36469978,41.22833596,201.0,44067000000_Castelnou.csv
44068000000,44,Teruel,Castelserás,789,-0.14699544,40.98094161,379.0,44068000000_Castelserás.csv
44070000000,44,Teruel,El Castellar,56,-0.81744539,40.36540902,1242.0,44070000000_El Castellar.csv
44071000000,44,Teruel,Castellote,687,-0.31996594,40.80031989,779.0,44071000000_Castellote.csv
44074000000,44,Teruel,Cedrillas,609,-0.85362875,40.43605287,1350.0,44074000000_Cedrillas.csv
44075000000,44,Teruel,Celadas,374,-1.14982836,40.47411915,1117.0,44075000000_Celadas.csv
44076000000,44,Teruel,Cella,2578,-1.28767198,40.45488538,1025.0,44076000000_Cella.csv
44077000000,44,Teruel,La Cerollera,84,-0.05509925,40.83989063,844.0,44077000000_La Cerollera.csv
44080000000,44,Teruel,La Codoñera,317,-0.08638618,40.93336441,500.0,44080000000_La Codoñera.csv
44082000000,44,Teruel,Corbalán,108,-0.98550256,40.40329546,1262.0,44082000000_Corbalán.csv
44084000000,44,Teruel,Cortes de Aragón,63,-0.83546751,40.97434864,931.0,44084000000_Cortes de Aragón.csv
44085000000,44,Teruel,Cosa,55,-1.13531234,40.83397337,1185.0,44085000000_Cosa.csv
44086000000,44,Teruel,Cretas,555,0.2117607,40.92857287,567.0,44086000000_Cretas.csv
44087000000,44,Teruel,Crivillén,87,-0.57717682,40.88387225,770.0,44087000000_Crivillén.csv
44088000000,44,Teruel,La Cuba,42,-0.29831744,40.59147841,890.0,44088000000_La Cuba.csv
44089000000,44,Teruel,Cubla,52,-1.0792733,40.21076856,1089.0,44089000000_Cubla.csv
44090000000,44,Teruel,Cucalón,82,-1.2142501,41.08558217,1035.0,44090000000_Cucalón.csv
44092000000,44,Teruel,El Cuervo,74,-1.32520055,40.15131198,902.0,44092000000_El Cuervo.csv
44093000000,44,Teruel,Cuevas de Almudén,118,-0.82911642,40.71407387,1283.0,44093000000_Cuevas de Almudén.csv
44094000000,44,Teruel,Cuevas Labradas,137,-1.05129761,40.45324859,969.0,44094000000_Cuevas Labradas.csv
44096000000,44,Teruel,Ejulve,178,-0.55474836,40.77480642,1114.0,44096000000_Ejulve.csv
44097000000,44,Teruel,Escorihuela,141,-0.97321989,40.54573399,1134.0,44097000000_Escorihuela.csv
44099000000,44,Teruel,Escucha,782,-0.80971602,40.79551454,1073.0,44099000000_Escucha.csv
44100000000,44,Teruel,Estercuel,209,-0.63191615,40.85481754,834.0,44100000000_Estercuel.csv
44101000000,44,Teruel,Ferreruela de Huerva,74,-1.23322286,41.0635092,1017.0,44101000000_Ferreruela de Huerva.csv
44102000000,44,Teruel,Fonfría,29,-1.08494654,40.99589775,1246.0,44102000000_Fonfría.csv
44103000000,44,Teruel,Formiche Alto,155,-0.89333295,40.32426223,1109.0,44103000000_Formiche Alto.csv
44105000000,44,Teruel,Fórnoles,81,-0.00352647,40.89500516,706.0,44105000000_Fórnoles.csv
44106000000,44,Teruel,Fortanete,200,-0.5229538,40.50519935,1352.0,44106000000_Fortanete.csv
44107000000,44,Teruel,Foz-Calanda,271,-0.26722397,40.92308894,495.0,44107000000_Foz-Calanda.csv
44108000000,44,Teruel,La Fresneda,457,0.0741721,40.92961261,582.0,44108000000_La Fresneda.csv
44109000000,44,Teruel,Frías de Albarracín,105,-1.61546672,40.33786805,1462.0,44109000000_Frías de Albarracín.csv
44110000000,44,Teruel,Fuenferrada,40,-1.01218826,40.86955938,1132.0,44110000000_Fuenferrada.csv
44111000000,44,Teruel,Fuentes Calientes,92,-0.97889344,40.6999775,1210.0,44111000000_Fuentes Calientes.csv
44112000000,44,Teruel,Fuentes Claras,433,-1.3233324,40.86382198,912.0,44112000000_Fuentes Claras.csv
44113000000,44,Teruel,Fuentes de Rubielos,154,-0.61900219,40.16925932,957.0,44113000000_Fuentes de Rubielos.csv
44114000000,44,Teruel,Fuentespalda,293,0.06510273,40.80653192,713.0,44114000000_Fuentespalda.csv
44115000000,44,Teruel,Galve,163,-0.88281029,40.65478266,1193.0,44115000000_Galve.csv
44116000000,44,Teruel,Gargallo,98,-0.58481848,40.83528527,949.0,44116000000_Gargallo.csv
44117000000,44,Teruel,Gea de Albarracín,378,-1.34807154,40.41073118,1033.0,44117000000_Gea de Albarracín.csv
44118000000,44,Teruel,La Ginebrosa,201,-0.13367814,40.86963072,696.0,44118000000_La Ginebrosa.csv
44119000000,44,Teruel,Griegos,138,-1.710807,40.42665322,1601.0,44119000000_Griegos.csv
44120000000,44,Teruel,Guadalaviar,253,-1.71742932,40.38770098,1521.0,44120000000_Guadalaviar.csv
44121000000,44,Teruel,Gúdar,79,-0.72050676,40.44162785,1588.0,44121000000_Gúdar.csv
44122000000,44,Teruel,Híjar,1771,-0.45090849,41.17579857,297.0,44122000000_Híjar.csv
44123000000,44,Teruel,Hinojosa de Jarque,110,-0.78592982,40.69089589,1224.0,44123000000_Hinojosa de Jarque.csv
44124000000,44,Teruel,La Hoz de la Vieja,91,-0.84342448,40.92381331,934.0,44124000000_La Hoz de la Vieja.csv
44125000000,44,Teruel,Huesa del Común,73,-0.91980609,41.00971595,873.0,44125000000_Huesa del Común.csv
44126000000,44,Teruel,La Iglesuela del Cid,407,-0.3188089,40.48166129,1224.0,44126000000_La Iglesuela del Cid.csv
44127000000,44,Teruel,Jabaloyas,61,-1.4073775,40.24038091,1404.0,44127000000_Jabaloyas.csv
44128000000,44,Teruel,Jarque de la Val,60,-0.80065933,40.70251838,1263.0,44128000000_Jarque de la Val.csv
44129000000,44,Teruel,Jatiel,45,-0.38117066,41.21919238,209.0,44129000000_Jatiel.csv
44130000000,44,Teruel,Jorcas,34,-0.75326251,40.54262673,1343.0,44130000000_Jorcas.csv
44131000000,44,Teruel,Josa,36,-0.76733301,40.95568235,770.0,44131000000_Josa.csv
44132000000,44,Teruel,Lagueruela,66,-1.19218812,41.04222713,1065.0,44132000000_Lagueruela.csv
44133000000,44,Teruel,Lanzuela,25,-1.20639346,41.09868302,1011.0,44133000000_Lanzuela.csv
44135000000,44,Teruel,Libros,104,-1.23443083,40.16154809,771.0,44135000000_Libros.csv
44136000000,44,Teruel,Lidón,54,-1.11242689,40.71668797,1210.0,44136000000_Lidón.csv
44137000000,44,Teruel,Linares de Mora,226,-0.57518992,40.32135976,1302.0,44137000000_Linares de Mora.csv
44138000000,44,Teruel,Loscos,122,-1.04479453,41.08119021,979.0,44138000000_Loscos.csv
44141000000,44,Teruel,Lledó,172,0.2771684,40.95495009,461.0,44141000000_Lledó.csv
44142000000,44,Teruel,Maicas,31,-0.88968718,40.96646419,954.0,44142000000_Maicas.csv
44143000000,44,Teruel,Manzanera,527,-0.83021534,40.05678856,993.0,44143000000_Manzanera.csv
44144000000,44,Teruel,Martín del Río,372,-0.89536067,40.84431831,913.0,44144000000_Martín del Río.csv
